Rk,Player,Position,Game,Games Started,Mins Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Points,Awards
39,Jamal Murray,PG,67,67,36.1,7.9,16.7,0.474,2.3,5.9,0.393,5.6,10.8,0.518,0.543,3.3,3.7,0.886,0.7,3.2,3.9,5.6,1.5,1,2.6,3.2,9,"DPOY-3,DEF1"
42,CJ McCollum,PG,56,56,32.7,7.9,17.9,0.444,3.1,8.2,0.373,4.9,9.7,0.505,0.53,2.2,3.1,0.717,0.8,3,3.8,5.2,0.7,0.7,1.5,2.2,9,
45,Darius Garland,PG,75,75,30.7,7.4,15.7,0.472,2.8,7.1,0.401,4.6,8.6,0.53,0.562,3,3.4,0.878,0.6,2.2,2.9,2.1,0.6,0.9,0.8,1.4,9,
62,Tyrese Haliburton,PG,73,73,33.6,6.5,13.8,0.473,3,7.7,0.388,3.5,6.1,0.581,0.582,2.6,3,0.851,0.6,3,3.5,1.3,0.6,0.2,0.9,2.3,9,
74,Dejounte Murray,PG,31,31,32.6,6.3,15.9,0.393,1.7,5.6,0.299,4.6,10.3,0.444,0.445,3.3,4,0.823,0.5,5.9,6.5,2,0.8,0.5,1.4,1.4,9,
76,Immanuel Quickley,PG,33,33,27.8,5.6,13.3,0.42,2.6,6.8,0.378,3,6.5,0.465,0.517,3.4,3.9,0.867,0.5,3.1,3.5,2.3,0.8,0.7,1.9,2.5,8.9,
80,Keyonte George,PG,67,35,31.5,5.4,13.7,0.391,2.6,7.6,0.343,2.8,6.1,0.449,0.485,3.5,4.3,0.818,0.4,3.4,3.8,1.1,0.6,1,0.9,1.9,8.9,
87,Jalen Suggs,PG,35,35,28.6,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4,1.1,0.6,0.1,0.6,2,8.9,
101,Josh Giddey,PG,70,69,30.2,5.3,11.4,0.465,1.5,4,0.378,3.8,7.4,0.512,0.531,2.5,3.2,0.781,1.8,6.3,8.1,3.3,0.8,0.1,1.1,0.9,8.9,
106,Payton Pritchard,PG,80,3,28.4,5.1,10.8,0.472,3.2,7.8,0.407,1.9,3,0.642,0.62,0.9,1.1,0.845,1.3,2.6,3.8,1,1,0.6,0.9,1.8,8.8,
109,Tre Mann,PG,13,0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2,2.9,2,0.5,0.2,1.4,1.1,8.8,
111,Fred VanVleet,PG,60,60,35.2,4.8,12.7,0.378,2.7,7.7,0.345,2.1,5,0.43,0.483,1.9,2.3,0.81,0.5,3.2,3.7,7.4,1.3,0.3,1.6,1.8,8.8,
120,Russell Westbrook,PG,75,36,27.9,5,11.1,0.449,1.3,3.9,0.323,3.7,7.2,0.517,0.505,2.1,3.1,0.661,1.4,3.6,4.9,2.9,0.8,0.4,1.7,2.8,8.7,
122,Dennis Schröder,PG,75,49,28.1,4.5,11,0.406,1.7,4.9,0.342,2.8,6.1,0.458,0.483,2.4,2.9,0.838,0.4,2.3,2.6,1.4,0.9,0.4,0.9,2.2,8.7,
127,Malcolm Brogdon,PG,24,13,23.5,4.3,10,0.433,0.7,2.3,0.286,3.7,7.7,0.478,0.467,3.4,3.8,0.88,0.9,2.9,3.8,0.7,0.7,0.5,1.3,2.3,8.7,
128,Scoot Henderson,PG,66,10,26.7,4.3,10.4,0.419,1.6,4.5,0.354,2.8,5.9,0.469,0.496,2.4,3.1,0.767,0.8,2.2,3,1.8,1.3,0.4,0.8,1.8,8.7,
130,D'Angelo Russell,PG,58,36,25.5,4.3,11,0.39,1.9,6.2,0.314,2.3,4.8,0.489,0.479,2.1,2.5,0.834,0.3,2.4,2.8,6.3,0.9,0.2,2.9,2.1,8.7,
157,Jrue Holiday,PG,62,62,30.6,4.1,9.2,0.443,1.7,4.9,0.353,2.4,4.3,0.547,0.538,1.1,1.2,0.909,1.2,3,4.3,2.8,0.6,0.2,1.1,1.7,8.7,
160,Spencer Dinwiddie,PG,79,30,27,3.6,8.6,0.416,1.4,4.1,0.334,2.2,4.5,0.492,0.496,2.5,3.1,0.802,0.2,2.4,2.6,2.5,1,0.7,1.4,3,8.7,
171,Terry Rozier,PG,64,23,25.9,3.9,9.9,0.391,1.4,4.8,0.295,2.5,5.1,0.48,0.462,1.4,1.7,0.852,0.7,3,3.7,1.4,0.5,0.1,1.4,1.6,8.7,
178,Jose Alvarado,PG,56,23,24.4,3.6,9.3,0.392,2,5.5,0.359,1.7,3.8,0.439,0.498,1.1,1.3,0.811,0.5,1.9,2.4,2.4,0.6,1.6,1.1,2.8,8.7,
183,Tyus Jones,PG,81,58,26.8,3.8,8.4,0.448,2,5,0.414,1.7,3.5,0.496,0.57,0.6,0.7,0.895,0.5,1.9,2.4,2,0.6,0.2,1.2,1.3,8.7,
196,Scotty Pippen Jr.,PG,79,21,21.3,3.6,7.5,0.48,1.1,2.8,0.397,2.5,4.7,0.528,0.553,1.5,2.2,0.713,0.8,2.5,3.3,1,0.4,0.9,0.9,1.6,8.6,ROY-7
198,Bub Carrington,PG,82,57,30,3.7,9.1,0.401,1.7,5,0.339,2,4.2,0.475,0.493,0.8,1,0.812,0.4,3.8,4.2,2.5,0.9,0.2,1.5,1.2,8.6,
207,Cole Anthony,PG,67,22,18.4,3.4,8.1,0.424,1.1,3.3,0.353,2.3,4.9,0.471,0.494,1.4,1.7,0.823,0.7,2.4,3,1.6,0.8,0.2,1,1.8,8.6,
208,Anthony Black,PG,78,10,24.2,3.4,7.9,0.423,0.8,2.5,0.318,2.6,5.4,0.471,0.473,1.9,2.5,0.761,0.7,2.3,2.9,0.9,0.6,0.2,0.3,1.2,8.5,
219,T.J. McConnell,PG,79,1,17.9,4.1,7.9,0.519,0.2,0.6,0.306,3.9,7.3,0.537,0.531,0.7,1,0.74,0.6,1.9,2.4,1.6,0.8,0.5,0.7,1.5,8.5,
223,Marcus Smart,PG,34,7,20,3,7.6,0.393,1.4,4.1,0.348,1.5,3.4,0.448,0.488,1.6,2.1,0.761,0.5,1.6,2.1,1.1,0.7,0.1,0.6,1.4,8.4,
225,Killian Hayes,PG,6,5,27,3,7.2,0.419,1.3,3.5,0.381,1.7,3.7,0.455,0.512,1.7,2,0.833,0.8,2.2,3,2.3,0.1,0.5,1,1.1,8.4,
235,Chris Paul,PG,82,82,28,3,7.1,0.427,1.7,4.5,0.377,1.3,2.6,0.514,0.547,1,1.1,0.924,0.4,3.2,3.6,2.5,1.8,0.5,0.9,2.1,8.4,
240,Isaiah Collier,PG,71,46,25.9,3.3,7.8,0.422,0.6,2.4,0.249,2.7,5.4,0.497,0.459,1.5,2.2,0.682,0.5,2.9,3.3,2,0.8,0.2,1,1.7,8.3,
241,Dante Exum,PG,20,13,18.6,3.2,6.7,0.478,1.2,2.7,0.434,2.1,4.1,0.506,0.563,1.2,1.6,0.742,0.2,1.5,1.7,2.4,0.6,0.5,1.3,0.9,8.3,
254,Bruce Brown,PG,41,12,22.5,3.2,7.5,0.421,0.7,2,0.333,2.5,5.6,0.452,0.464,1.3,1.6,0.815,1,3,4,1,0.8,0.6,0.6,2.3,8.3,
255,Dalano Banton,PG,67,7,16.7,3,7.6,0.391,1.1,3.3,0.324,1.9,4.3,0.442,0.462,1.4,1.9,0.728,0.4,1.6,2,1.5,1.5,0.8,0.9,2.2,8.3,
258,Brandon Williams,PG,33,3,14.8,3,5.7,0.521,0.7,1.8,0.4,2.2,3.9,0.578,0.585,1.7,2,0.833,0.4,1.4,1.8,2.3,0.7,0.2,1.2,1,8.3,
259,Mike Conley,PG,71,64,24.7,2.6,6.6,0.4,1.8,4.4,0.41,0.8,2.2,0.38,0.535,1.1,1.3,0.9,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.2,
264,Davion Mitchell,PG,74,37,27.4,3,6.4,0.468,1.1,2.9,0.398,1.9,3.6,0.525,0.557,0.8,1.1,0.69,0.5,1.8,2.3,1.9,1,0.2,1,2.1,8.2,
266,Tyson Etienne,PG,7,0,21.6,2.4,7.4,0.327,1.9,6.3,0.295,0.6,1.1,0.5,0.452,1.1,1.4,0.8,0.4,0.9,1.3,1,0.3,0.7,0.6,1.5,8.2,
268,KJ Simpson,PG,36,15,23.4,2.9,8.4,0.346,0.9,3.6,0.254,2,4.8,0.415,0.4,1.1,1.4,0.82,1.1,1.9,3,1.3,0.4,0.4,0.8,2,8.1,
272,Lonzo Ball,PG,35,14,22.2,2.5,6.9,0.366,1.9,5.6,0.344,0.6,1.4,0.458,0.504,0.6,0.8,0.815,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,8.1,
283,Tre Jones,PG,46,9,19.7,2.8,5.2,0.538,0.4,1,0.396,2.4,4.1,0.574,0.578,1.2,1.5,0.821,0.7,1.8,2.5,4.9,1,0.2,1.7,2.5,7.9,
287,Vit Krejci,PG,57,16,20.2,2.5,5.1,0.497,1.6,3.6,0.437,1,1.5,0.64,0.651,0.6,0.8,0.711,0.4,2.4,2.7,2.1,1,0.5,1.2,1.9,7.9,
295,Jamal Shead,PG,75,11,19.6,2.7,6.7,0.405,1,3,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,1.7,0.4,0.1,1.1,2.4,7.9,
296,Jeff Dowtin Jr.,PG,41,3,15.1,2.7,5.6,0.487,0.7,1.7,0.4,2,3.9,0.525,0.548,0.8,1.1,0.733,0.3,1.2,1.5,1.8,0.8,0.8,1.3,2.3,7.9,
304,Cameron Payne,PG,72,5,15.1,2.5,6.2,0.401,1.3,3.6,0.363,1.2,2.6,0.453,0.506,0.7,0.8,0.907,0.2,1.3,1.4,3.1,0.9,0.2,1.6,1.6,7.8,
313,Vasilije Micić,PG,41,16,19.1,2.3,6.7,0.348,1.1,3,0.36,1.2,3.6,0.338,0.43,0.8,1,0.829,0.5,1.7,2.2,1.8,0.7,0.2,0.7,1.9,7.7,
316,Marcus Sasser,PG,57,1,14.2,2.4,5.2,0.463,1,2.7,0.382,1.4,2.5,0.549,0.561,0.8,0.9,0.843,0.3,0.9,1.2,1.1,0.5,1,1,2.5,7.7,
327,Kris Dunn,PG,74,58,24.1,2.6,5.9,0.439,1,3,0.335,1.6,2.9,0.549,0.525,0.2,0.3,0.682,0.7,2.7,3.4,2.6,0.4,0.1,1.2,1.7,7.6,
330,Gabe Vincent,PG,72,11,21.2,2.3,5.8,0.4,1.5,4.3,0.353,0.8,1.5,0.532,0.53,0.2,0.3,0.714,0.3,1,1.3,3.3,1.3,0.5,1.2,1.6,7.6,
334,Bones Hyland,PG,24,0,10,2,4.9,0.398,1.3,3.4,0.39,0.6,1.5,0.417,0.534,1,1.1,0.885,0.2,0.8,1,0.6,0.9,0.1,0.7,1.7,7.6,
336,Ryan Rollins,PG,56,19,14.6,2.4,4.8,0.487,0.9,2.1,0.408,1.5,2.7,0.55,0.577,0.6,0.8,0.8,0.4,1.6,1.9,1.3,0.6,0.3,0.7,1.7,7.5,
351,Collin Gillespie,PG,33,9,14,2.1,4.8,0.43,1.2,2.7,0.433,0.9,2.1,0.426,0.554,0.6,0.7,0.864,0.7,1.7,2.4,1.9,2.2,0.6,0.9,0.9,7.5,
356,Quenton Jackson,PG,28,7,13.6,2.1,4.4,0.475,0.5,1.4,0.375,1.5,2.9,0.524,0.537,1.1,1.4,0.775,0.5,1.1,1.6,1.5,0.5,0.1,0.5,2.2,7.4,
361,Jordan Goodwin,PG,29,5,18.7,2.2,5,0.438,0.9,2.3,0.382,1.3,2.6,0.487,0.528,0.3,0.4,0.818,1.3,2.6,3.9,1.6,1.1,0.2,1,2.4,7.4,
363,Aaron Holiday,PG,62,3,12.8,1.9,4.3,0.437,1.2,2.9,0.398,0.7,1.4,0.517,0.571,0.5,0.7,0.829,0.2,1,1.3,1.4,0.3,0.7,0.7,1.6,7.4,
367,Keaton Wallace,PG,31,5,16.2,2.1,5.2,0.401,0.9,2.6,0.329,1.2,2.6,0.475,0.485,0.4,0.4,1,0.2,1.4,1.6,3.7,1,0.1,2.1,1.5,7.3,
373,Monte Morris,PG,45,0,12.7,1.8,4.3,0.426,0.7,1.9,0.36,1.2,2.4,0.477,0.505,0.8,0.9,0.857,0.3,1.2,1.5,1.1,0.6,0.1,0.6,0.8,7.3,
380,Ben Simmons,PG,51,24,22,2.3,4.4,0.52,0,0,,2.3,4.4,0.52,0.52,0.5,0.6,0.727,0.9,3.8,4.7,1.3,0.4,0.2,0.7,0.9,7.3,
395,Rob Dillingham,PG,49,1,10.5,1.9,4.3,0.441,0.5,1.5,0.338,1.4,2.8,0.496,0.5,0.2,0.3,0.533,0.2,0.8,1,0.9,1,0.5,1.4,2.4,7.3,
403,Reggie Jackson,PG,31,1,12.4,1.7,4.3,0.391,0.8,2.4,0.338,0.9,1.9,0.458,0.485,0.2,0.3,0.778,0.3,1.1,1.4,4.2,0.8,0.2,0.8,1.2,7.2,
404,Reed Sheppard,PG,52,3,12.6,1.6,4.6,0.351,0.9,2.7,0.338,0.7,1.9,0.371,0.452,0.3,0.3,0.813,0.3,1.2,1.5,2,0.7,1.4,1,2.1,7.2,
407,Jevon Carter,PG,36,1,8.9,1.5,4.1,0.377,1,2.9,0.333,0.6,1.1,0.488,0.497,0.2,0.3,0.8,0.1,1,1.1,1.5,0.4,0.2,0.8,1.3,7.2,
429,Malachi Flynn,PG,4,0,11,1.3,3.3,0.385,0.3,1,0.25,1,2.3,0.444,0.423,1.3,1.5,0.833,0.8,1,1.8,1,0.4,0.2,1.1,1,7.2,
433,Kyle Lowry,PG,35,12,18.8,1.2,3.3,0.35,0.8,2.5,0.33,0.3,0.8,0.414,0.474,0.8,0.9,0.818,0.3,1.6,1.9,2.6,0.6,0.5,0.9,1.8,7.2,
435,Patty Mills,PG,29,0,11.1,1.2,3.3,0.375,0.9,2.6,0.347,0.3,0.7,0.476,0.51,0.4,0.5,0.929,0.1,0.6,0.8,1.5,0.7,0.2,0.5,1.7,7.2,
437,Devin Carter,PG,36,0,11,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,0.3,0,0,0.7,1.7,7.2,
442,Craig Porter Jr.,PG,51,1,10.1,1.4,2.7,0.514,0.4,0.9,0.438,1,1.8,0.554,0.589,0.5,0.6,0.719,0.4,0.9,1.3,0.4,0,0.2,0.4,1.8,7.2,
449,Elfrid Payton,PG,24,9,21.3,1.7,5.1,0.328,0,0.3,0.167,1.6,4.8,0.336,0.332,0.2,0.3,0.571,0.6,2.7,3.3,0.8,1.2,0.5,0.8,1.2,7.1,
451,Cory Joseph,PG,50,16,12.2,1.2,3.1,0.403,0.8,2.1,0.364,0.5,0.9,0.489,0.529,0.3,0.4,0.778,0.3,1.1,1.5,2.5,0.3,0.5,1.2,1.7,7.1,
454,Jamaree Bouyea,PG,5,1,12.4,1.2,2.4,0.5,0.2,1,0.2,1,1.4,0.714,0.542,0.8,1.2,0.667,0.2,0.8,1,0.9,0.3,0.2,0.5,1.6,7.1,
464,Delon Wright,PG,40,7,15.9,1.1,3.3,0.344,0.5,1.8,0.274,0.6,1.5,0.431,0.42,0.4,0.6,0.6,0.7,1,1.7,2.5,1.6,0.6,0.7,1.9,7.1,6MOY-8
472,Markelle Fultz,PG,21,0,8.8,1.3,3.2,0.418,0.2,0.4,0.5,1.1,2.8,0.407,0.448,0,0,1,0.3,0.7,1,4.2,0.8,0.1,1.6,2.1,7.1,
475,RayJ Dennis,PG,11,0,6.4,1,3,0.333,0.5,1.9,0.286,0.5,1.1,0.417,0.424,0.2,0.2,1,0.2,0.9,1.1,1.9,0.6,0.3,0.4,0.7,7,
478,Reece Beekman,PG,36,4,13,1,3,0.327,0.2,1.1,0.175,0.8,1.9,0.418,0.36,0.4,0.6,0.762,0.4,0.7,1.1,3.3,0.8,0.5,1.5,2.5,7,
482,Jaden Springer,PG,43,2,8.5,0.8,2.1,0.389,0.3,1.1,0.25,0.5,1,0.548,0.456,0.6,0.9,0.711,0.4,1,1.3,1,0.6,1.6,1,2.8,7,
486,Pat Spencer,PG,39,0,6.4,1.1,2.6,0.406,0.1,0.6,0.227,0.9,2,0.456,0.431,0.3,0.4,0.733,0.4,0.8,1.2,2,0.5,0.2,1.3,1.7,7,
496,TyTy Washington Jr.,PG,16,0,7.4,0.9,2.8,0.311,0.3,1.3,0.19,0.6,1.5,0.417,0.356,0.2,0.4,0.5,0.3,0.6,0.8,1.8,0.4,0.4,1.1,2.3,6.9,
497,Jordan McLaughlin,PG,46,0,6.8,0.7,1.6,0.431,0.4,1,0.413,0.3,0.6,0.462,0.563,0.4,0.5,0.773,0.1,0.5,0.7,2.4,0.9,0.3,1.3,2,6.9,
498,JD Davison,PG,16,0,5.8,0.8,2.1,0.353,0.3,1.1,0.222,0.5,1,0.5,0.412,0.3,0.4,0.714,0.1,0.7,0.8,0.8,0.6,0.5,0.5,2.2,6.9,
504,Tyler Kolek,PG,41,0,7.2,0.7,2,0.33,0.3,1.1,0.3,0.3,0.9,0.37,0.42,0.3,0.4,0.77,0.2,0.5,0.7,0.6,0.3,0.9,0.5,1.2,6.9,
515,Jahmir Young,PG,6,0,5,0.7,0.8,0.8,0.2,0.3,0.5,0.5,0.5,1,0.9,0.3,0.3,1,0.2,0.3,0.5,2.8,0.5,0.2,0.7,1.5,6.9,
522,Yuki Kawamura,PG,22,0,4.2,0.5,1.4,0.37,0.3,1,0.3,0.2,0.3,0.57,0.48,0.3,0.4,0.78,0,0.5,0.5,0.9,0.5,0.1,0.7,0.9,6.9,
528,Jazian Gortman,PG,16,0,3.6,0.6,1.4,0.39,0.3,0.7,0.36,0.3,0.8,0.42,0.48,0.1,0.3,0.5,0.1,0.3,0.3,2,1.1,0.6,1,1.8,6.8,
531,Quincy Olivari,PG,2,0,5,0.5,2.5,0.2,0.5,2.5,0.2,0,0,,0.3,0,0,,0,0,0,0.6,0.3,0.7,0.6,0.6,6.8,
540,Yuri Collins,PG,2,0,8,0.5,1.5,0.33,0,0,,0.5,1.5,0.33,0.33,0,0,,1,0.5,1.5,1.7,0.7,0.3,0.7,0.8,6.8,
541,Daniss Jenkins,PG,7,0,3.3,0.4,1.4,0.3,0.1,1,0.14,0.3,0.4,0.67,0.35,0,0.3,0,0,0.3,0.3,1,0.6,0.9,0.8,2.4,6.8,
560,Daishen Nix,PG,3,0,4.3,0,0.3,0,0,0.3,0,0,0,,0,0.3,0.7,0.5,0,1.3,1.3,1,0.9,1.2,0.7,1.6,6.7,
568,Isaiah Stevens,PG,3,0,2,0,0.7,0,0,0.3,0,0,0.3,0,0,0,0,,0,0.7,0.7,1.1,0.6,0.5,0.7,2.1,6.7,
19,LeBron James,SF,70,70,34.9,9.3,18.1,0.513,2.1,5.7,0.376,7.2,12.5,0.574,0.571,3.7,4.7,0.782,1,6.8,7.8,1.8,0.2,0.2,1.1,1.4,6.6,
22,Franz Wagner,SF,60,60,33.7,9,19.4,0.463,1.7,5.9,0.295,7.2,13.5,0.535,0.507,4.5,5.2,0.871,0.9,4.8,5.7,3.1,0.4,0,1.9,1.1,6.6,
32,Jaylen Brown,SF,63,63,34.3,8.2,17.7,0.463,1.8,5.7,0.324,6.4,12.1,0.529,0.515,3.9,5.1,0.764,1.3,4.5,5.8,1,0.8,0.7,0.8,1.4,6.6,
33,DeMar DeRozan,SF,77,77,35.9,8.1,17,0.477,1.1,3.3,0.328,7,13.7,0.513,0.509,4.9,5.7,0.857,0.6,3.2,3.9,1.7,0.4,0.6,0.7,1.2,6.6,
34,Brandon Ingram,SF,18,18,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,0.53,2.6,3.1,0.855,0.9,4.6,5.6,2.3,0.6,0.1,0.9,1.3,6.6,
38,Kawhi Leonard,SF,37,37,31.9,8.4,16.8,0.498,2.1,5.1,0.411,6.3,11.7,0.536,0.56,2.6,3.3,0.81,0.9,5,5.9,2,0.4,0.3,1.2,1.7,6.6,
40,Trey Murphy III,SF,53,51,35,7.2,15.8,0.454,3,8.3,0.361,4.2,7.6,0.556,0.548,3.8,4.3,0.887,0.9,4.2,5.1,0.8,0.4,0.6,0.5,1.2,6.5,
41,RJ Barrett,SF,58,58,32.2,7.9,16.9,0.468,1.8,5.3,0.35,6.1,11.7,0.522,0.523,3.4,5.4,0.63,1.1,5.3,6.3,1.1,0.5,1.6,1.1,2.8,6.5,
44,Brandon Miller,SF,27,27,34.2,7.3,18.2,0.403,3.9,10.9,0.355,3.5,7.3,0.475,0.509,2.5,2.9,0.861,0.9,3.9,4.9,0.9,0.4,0.1,0.5,0.9,6.5,
59,Jalen Johnson,SF,36,36,35.7,7.5,15.1,0.5,1.2,3.9,0.312,6.3,11.1,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10,1.5,0.9,0.5,0.7,2.2,6.5,
67,Michael Porter Jr.,SF,77,77,33.7,6.9,13.6,0.504,2.5,6.4,0.395,4.4,7.3,0.599,0.596,1.9,2.5,0.768,1.8,5.2,7,1.4,0.4,0.2,0.7,1,6.5,
69,Andrew Wiggins,SF,60,60,30.7,6.3,14,0.448,2.2,5.8,0.374,4.1,8.2,0.501,0.526,3.3,4.3,0.763,1.5,3,4.5,1.2,0.6,0.3,0.6,1.2,6.5,
71,Mikal Bridges,SF,82,82,37,7.2,14.4,0.5,2,5.6,0.354,5.2,8.8,0.594,0.57,1.2,1.4,0.814,0.9,2.3,3.2,1.8,0.7,0.1,0.8,1.9,6.5,
73,Jimmy Butler,SF,55,55,31.7,5.5,10.9,0.504,0.6,1.9,0.308,4.9,9,0.546,0.531,6,7.1,0.842,2.3,3.1,5.4,1.3,0.8,0.3,0.6,1.7,6.5,
77,De'Andre Hunter,SF,64,9,27.2,5.6,11.9,0.47,2.5,6.1,0.405,3.1,5.8,0.537,0.573,3.4,4,0.846,0.7,3.3,4,1.7,0.5,0.5,0.9,2.1,6.4,
79,Deni Avdija,SF,72,54,30,5.6,11.7,0.476,1.7,4.8,0.365,3.8,7,0.552,0.55,4,5.2,0.78,1.5,5.7,7.3,2.8,1.7,0.4,1,2.7,6.4,
88,Bennedict Mathurin,SF,72,49,29.8,5.4,11.8,0.458,1.4,4,0.34,4.1,7.8,0.519,0.516,3.8,4.6,0.831,1.2,4.1,5.3,1,0.6,0.2,0.9,1.7,6.4,
94,Kelly Oubre Jr.,SF,60,57,34.6,5.8,12.4,0.47,1.2,4,0.293,4.6,8.3,0.555,0.518,2.3,3.1,0.751,1.6,4.5,6.1,1.1,0.4,0.5,0.6,2.3,6.4,
110,Amen Thompson,SF,69,42,32.2,5.6,10.1,0.557,0.4,1.3,0.275,5.3,8.8,0.599,0.575,2.4,3.6,0.684,2.8,5.4,8.2,1.4,0.7,0.2,0.6,2.1,6.4,
112,Dillon Brooks,SF,75,75,31.8,5.1,11.9,0.429,2.5,6.3,0.397,2.6,5.7,0.465,0.533,1.3,1.6,0.818,1,2.7,3.7,0.8,0.4,0.3,0.4,1,6.3,
114,Klay Thompson,SF,72,72,27.3,5,12.2,0.412,3,7.7,0.391,2,4.5,0.448,0.535,0.9,1,0.905,0.6,2.8,3.4,1.3,0.6,0.1,0.8,1.2,6.3,
121,Naji Marshall,SF,69,31,27.8,5.2,10.3,0.508,0.9,3.2,0.275,4.4,7.2,0.611,0.551,1.9,2.3,0.813,1.1,3.7,4.8,1.4,0.6,0.1,0.6,1.6,6.3,
129,Keldon Johnson,SF,77,0,23.9,4.8,10,0.482,1.1,3.6,0.318,3.7,6.4,0.573,0.538,1.9,2.5,0.773,1.5,3.4,4.8,1.3,0.8,0.2,1,1.2,6.2,
131,Zaccharie Risacher,SF,75,73,24.6,4.8,10.4,0.458,1.6,4.6,0.355,3.1,5.8,0.54,0.537,1.4,2,0.711,1.1,2.4,3.6,2.3,0.9,0.5,1.1,2.2,6.2,
137,Bilal Coulibaly,SF,59,59,33,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5,1.9,0.8,0.3,0.9,1.6,6.2,
